"","area_id","SI"
"1","10201102801",465.460116660884
"2","10201102802",224.635741151925
"3","10201102803",1131.94782161857
"4","10201102804",705.020842658873
"5","10201102805",317.245159741374
"6","10201102806",370.819631741501
"7","10201102807",550.815257476118
"8","10201102808",204.226242117548
"9","10201102809",717.496063331106
"10","10201102810",92.0156197443242
"11","10201102811",252.80243116397
"12","10201102812",987.778260496942
"13","10201102813",436.467584432655
"14","10201102814",714.731934868907
"15","10201102815",546.372593333644
"16","10201102816",101.709939978354
"17","10201102817",510.273215512183
"18","10201102818",364.441697289759
"19","10201102901",27.3819660307878
"20","10201102902",39.4192295967935
"21","10201102903",1083.45032877811
"22","10201102904",2648.84330355571
"23","10201102905",1040.07359138592
"24","10201102906",146.131985933942
"25","10201102907",956.506939077923
"26","10201102908",1323.87984864708
"27","10201102909",1180.58491854931
"28","10201102910",224.511187650068
"29","10201102911",59.4526668371843
"30","10201102912",45.256779207395
"31","10201102913",37.6875787508797
"32","10201102914",100.48953937083
"33","10201102915",466.746598825011
"34","10201102916",396.874648138858
"35","10201102917",89.2439603802159
"36","10201102918",169.721626943238
"37","10201102919",826.180209005269
"38","10201102920",2.68707295932722
"39","10201102921",1.98079118711875
"40","10201102922",504.471951605339
"41","10201102923",280.796091929168
"42","10201102924",4.87819231378833
"43","10201102925",1767.10116902744
"44","10201102926",221.562427522578
"45","10201102927",137.901506201816
"46","10201102928",148.514604834582
"47","10201103002",4.86573386748482
"48","10201103003",7.73476058705272
"49","10201103004",0.0773936827433694
"50","10201103005",5.85376585421489
"51","10201103006",1.39043165240006
"52","10201103009",0.691088890259478
"53","10201103010",0.00759514307466013
"54","10201103011",0.0929170610142535
"55","10201103012",42.6970913869134
"56","10201103013",89.6263617124661
"57","10201103014",3.92996187818096
"58","10201103101",220.701151962424
"59","10201103102",193.204935071745
"60","10201103103",2486.83711389131
"61","10201103104",3955.29392350108
"62","10201103105",942.96371866726
"63","10201103106",1486.57139611647
"64","10201103107",95.7913546688608
"65","10201103108",661.456491897058
"66","10201103109",637.900029943547
"67","10201103110",1083.80259568593
"68","10201103111",3231.83853431643
"69","10201103112",8.33010045695032
"70","10201103113",14.0864022805842
"71","10201103114",12.0092621034493
"72","10201103115",61.9672735680323
"73","10201103116",862.710472016829
"74","10201103117",1900.28805753191
"75","10201103118",44.1047317198953
"76","10201103119",1224.10061586066
"77","10201103120",1978.50993498643
"78","10201103121",1979.56456385213
"79","10201103122",2236.92603149711
"80","10201103123",1682.92805718055
"81","10201103124",1679.91513626438
"82","10201103125",2546.43035007153
"83","10201103126",2010.07660774009
"84","10201103127",693.151018369202
"85","10201103128",1331.39626577346
"86","10201103129",515.083292385198
"87","10201103130",1054.25570149694
"88","10201103131",3784.74769237161
"89","10201103132",3663.19702035266
"90","10201103133",1193.37363392716
"91","10201103134",1204.3591862391
"92","10201103135",2256.620464185
"93","10201103136",3100.8088828394
"94","10201103137",2787.49330764363
"95","10201103138",654.075263726436
"96","10201103201",809.365089396832
"97","10201103202",661.371579668991
"98","10201103203",515.805083583771
"99","10201103204",3601.38672997215
"100","10201103205",2740.21989758421
"101","10201103206",231.268246061265
"102","10201103207",1644.12788034326
"103","10201103208",862.869619579607
"104","10201103210",782.176920239913
"105","10201103211",1316.26983086065
"106","10201103212",1963.73046707842
"107","10201103213",424.893967759606
"108","10201103214",275.961408612146
"109","10201103215",1152.61301951564
"110","10201103216",880.070553921955
"111","10201103217",330.781710324133
"112","10201103218",672.409504796659
"113","10201103219",258.168964663293
"114","10201103220",2901.28166913951
"115","10201103221",4773.6320571827
"116","10201103223",1241.53218303861
"117","10201103224",7552.70883920938
"118","10201103225",1464.74800185147
"119","10201103226",4940.96504753335
"120","10201103227",2719.28183144957
"121","10201103228",3927.47559260541
"122","10201103229",5002.19830064557
"123","10201103230",3136.94495518898
"124","10201103231",1873.84280958395
"125","10201103232",1445.52642989627
"126","10201103233",598.973213530415
"127","10201103234",1140.94434429193
"128","10201103235",1237.71601650508
"129","10201103236",4611.4742978002
"130","10201103237",8271.0673389144
"131","10201103238",129.346174396354
"132","10201103239",2866.45257645756
"133","10201103240",5833.64583642432
"134","10201103241",6382.22932156448
"135","10201103242",6308.03468191157
"136","10201103243",1662.56668079908
"137","10201103244",1175.8875048087
"138","10201103245",7389.40292156615
"139","10201103246",673.496647870502
"140","10201103247",274.01679249866
"141","10201103248",3926.42523006827
"142","10201103301",1158.2487576039
"143","10201103302",840.436357770805
"144","10201103303",1152.81569260743
"145","10201103304",784.420509873976
"146","10201103305",960.420542773178
"147","10201103306",1109.32968251825
"148","10201103307",1348.19801403753
"149","10201103308",941.822606301424
"150","10201103309",123.423653674789
"151","10201103310",1368.08275864292
"152","10201103311",855.774661653299
"153","10201103312",514.690011386451
"154","10201103313",154.028438846732
"155","10201103314",764.506134769169
"156","10201103315",389.086413141894
"157","10201103316",54.6003136363226
"158","10201103317",1308.12922308243
"159","10201103318",588.602937428581
"160","10201103319",782.450089452387
"161","10201103320",24.5016424347693
"162","10201103401",1219.31564409613
"163","10201103402",1369.78413839021
"164","10201103403",1219.52586493949
"165","10201103404",57.4388953199154
"166","10201103405",270.904483442238
"167","10201103406",2159.73641063979
"168","10201103407",52.7921213601979
"169","10201103408",238.253968258554
"170","10201103409",1316.64302504185
"171","10201103410",2052.69932190809
"172","10201103411",1078.44671037911
"173","10201103412",2162.58251916215
"174","10201103413",611.668268028427
"175","10201103414",1410.62012469017
"176","10201103415",1211.21205789386
"177","10201103416",191.531280314803
"178","10201103417",882.031557514867
