"","area_id","SI"
"1","50201102102",1.2622567693545
"2","50201102103",18.6733112506221
"3","50201102104",249.717620040292
"4","50201102105",233.200764439514
"5","50201102106",169.581345482904
"6","50201102107",113.923475622411
"7","50201102108",226.404691733655
"8","50201102109",98.1894516946617
"9","50201102110",0.14107890501096
"10","50201102111",43.9692844688606
"11","50201102112",51.5390924531295
"12","50201102113",580.236693599856
"13","50201102114",365.678560718228
"14","50201102115",146.611379071773
"15","50201102116",260.853264849883
"16","50201102117",270.731183783198
"17","50201102201",341.333539977335
"18","50201102202",532.165858717846
"19","50201102203",407.159364912169
"20","50201102204",690.790114924421
"21","50201102205",257.716040269543
"22","50201102206",506.567125278805
"23","50201102207",645.735454784186
"24","50201102208",624.76077802862
"25","50201102209",679.95833485451
"26","50201102210",606.98476231552
"27","50201102211",825.861060038522
"28","50201102212",351.992323449756
"29","50201102213",318.490340941395
"30","50201102214",225.826944534234
"31","50201102215",635.353541163489
"32","50201102216",241.655075061561
"33","50201102217",512.687361936515
"34","50201102218",508.694610990954
"35","50201102219",101.499290837488
"36","50201102220",637.574500987133
"37","50201102301",870.013392092444
"38","50201102302",23.5576024497842
"39","50201102304",383.066570873477
"40","50201102306",756.484536571465
"41","50201102307",451.021730397618
"42","50201102308",669.029358763056
"43","50201102309",12.4050004500022
"44","50201102310",166.779454458031
"45","50201102311",705.704270500952
"46","50201102312",330.310876906309
"47","50201102314",1440.929719741
"48","50201102315",336.010430282981
"49","50201102316",432.576635142959
"50","50201102317",178.049193073724
"51","50201102318",133.014609457206
"52","50201102319",1238.30709086586
"53","50201102320",701.583198867348
"54","50201102321",409.576279550187
"55","50201102322",145.807742596488
"56","50201102323",2646.78501515515
"57","50201102324",433.078585932016
"58","50201102325",824.639389212936
"59","50201102326",520.630495696712
"60","50201102401",425.400941043663
"61","50201102402",314.55832477976
"62","50201102403",680.686554237822
"63","50201102404",471.815699890341
"64","50201102405",588.247023148749
"65","50201102406",358.717948605879
"66","50201102407",189.277051759374
"67","50201102408",127.800133230082
"68","50201102409",824.050071273622
"69","50201102410",855.726856609102
"70","50201102411",663.393455877571
"71","50201102412",1145.8327265636
"72","50201102413",802.621652544347
"73","50201102414",814.300279097738
"74","50201102415",643.198955100507
"75","50201102416",355.878720887612
"76","50201102417",722.088221707021
"77","50201102418",176.103557830717
"78","50201102419",481.228650142303
"79","50201102420",796.473451947957
"80","50201102421",269.968757099403
"81","50201102422",643.454707735235
"82","50201102423",747.561466747669
"83","50201102424",925.2514276917
"84","50201102425",914.342443220325
"85","50201102426",699.341451897222
"86","50201102427",455.401654169364
"87","50201102428",1001.59589246898
"88","50201102429",107.315934333414
"89","50201102430",360.047731990971
"90","50201102431",515.043890116331
"91","50201102432",665.973679125355
"92","50201102433",225.181188734135
"93","50201102434",448.074560064258
"94","50201102436",247.933446258697
"95","50201102437",226.57793231158
"96","50201102438",1360.23774181681
"97","50201102439",393.202165561546
"98","50201102440",350.844615021756
"99","50201102441",5.21745892512472
"100","50201102501",460.649670770014
"101","50201102503",874.229189813718
"102","50201102504",1991.60827027144
"103","50201102505",465.88990534431
"104","50201102506",116.865077452978
"105","50201102507",280.449522252359
"106","50201102508",2306.44569117173
"107","50201102509",2772.06735003472
"108","50201102510",1282.49679410678
"109","50201102511",1515.61348688052
"110","50201102512",1771.87441142599
"111","50201102513",1443.20821364362
"112","50201102514",3587.38839786793
"113","50201102515",3489.89643428502
"114","50201102516",3629.96016787484
"115","50201102517",1641.81085358465
"116","50201102518",5565.77239364902
"117","50201102519",866.677994301772
"118","50201102520",558.671389643648
"119","50201102522",377.593414399792
"120","50201102523",584.279600904832
"121","50201102524",2176.11427461109
"122","50201102525",534.979491682006
"123","50201102526",257.811614812592
"124","50201102601",33.5495633761978
"125","50201102602",19.0412710866711
"126","50201102603",1.09908137077241
"127","50201102604",0.2799414865142
"128","50201102605",16.6151539716808
"129","50201102606",20.6364699876125
"130","50201102607",18.4351102146188
"131","50201102608",9.10672988548189
"132","50201102609",19.4930095559227
"133","50201102611",6.15918489447902
"134","50201102612",24.6862188564462
"135","50201102613",36.2881132554842
"136","50201102614",13.7399694538844
"137","50201102615",35.3968674158601
"138","50201102618",1.12620679205921
"139","50201102619",17.6545702397767
"140","50201102620",7.36815225956039
"141","50201102705",754.982940324154
"142","50201102706",479.928927607801
"143","50201102707",950.629834812113
"144","50201102708",16.6075446165357
"145","50201102709",79.5302648740566
"146","50201102710",98.9448127763934
"147","50201102712",1410.25242783732
"148","50201102713",709.973007901518
"149","50201102716",820.982188286301
"150","50201102717",568.019795872217
"151","50201102720",1395.17700543456
"152","50201102721",668.560567014578
"153","50201102722",560.094585901392
"154","50201102723",260.678825429914
"155","50201102724",1004.3964990825
"156","50201102726",35.2759630814415
"157","50201102727",515.739118007713
"158","50201102728",533.047203462701
"159","50201102729",896.030751767472
"160","50201102730",475.788579908733
"161","50201102731",0.802432716060568
"162","50201102733",257.724771333098
"163","50201102734",527.6889842436
"164","50201102735",377.235732205121
"165","50201102736",675.021728484035
"166","50201102737",791.293993548881
"167","50201102738",399.800526562234
"168","50201102739",814.373618600836
"169","50201102740",262.573799244001
"170","50201102741",268.554175034373
"171","50201102743",498.190075270458
"172","50201102744",16.2969858929959
"173","50201102746",261.310646240797
"174","50201102747",887.381570340979
"175","50201102748",492.146176589271
"176","50201102749",478.059963413559
"177","50201102750",154.622579488702
"178","50201102751",224.679053242619
"179","50201102752",273.891740221332
"180","50201102754",537.023930928015
"181","50201102755",622.309524737266
"182","50201102756",17.2764339116097
